user_id,timestamp,action,session_duration_minutes,pages_viewed,device_type,browser,country
USER00239,2024-10-20 20:00:00,add_to_cart,0.3,39,desktop,Firefox,US
USER00240,2024-10-20 22:00:00,add_to_cart,5.83,46,mobile,Chrome,US
USER00241,2024-10-21 00:00:00,purchase,3.56,29,mobile,Firefox,UK
USER00242,2024-10-21 02:00:00,login,5.95,49,desktop,Firefox,BR
USER00243,2024-10-21 04:00:00,login,304.4286779504864,29,mobile,Edge,BR
USER00244,2024-10-21 06:00:00,purchase,33.18,44,desktop,Firefox,DE
USER00245,2024-10-21 08:00:00,purchase,13.51,16,tablet,Edge,CA
USER00246,2024-10-21 10:00:00,purchase,17.05,44,desktop,Chrome,UK
USER00247,2024-10-21 12:00:00,logout,23.35,47,mobile,Edge,UK
USER00248,2024-10-21 14:00:00,login,10.35,10,mobile,Edge,UK
USER00249,2024-10-21 16:00:00,logout,1.36,30,mobile,Safari,BR
USER00250,2024-10-21 18:00:00,purchase,11.55,25,desktop,Firefox,CA
USER00251,2024-10-21 20:00:00,login,13.26,39,desktop,Chrome,DE
USER00252,2024-10-21 22:00:00,logout,20.52,20,tablet,Edge,US
USER00253,2024-10-22 00:00:00,logout,8.48,5,mobile,Chrome,US
USER00254,2024-10-22 02:00:00,purchase,2.05,1,tablet,Safari,UK
USER00255,2024-10-22 04:00:00,login,5.01,30,desktop,Firefox,CA
USER00256,2024-10-22 06:00:00,purchase,393.93762249137916,49,mobile,Edge,BR
USER00257,2024-10-22 08:00:00,login,15.57,3,desktop,Firefox,CA
USER00258,2024-10-22 10:00:00,add_to_cart,12.69,45,mobile,Safari,CA
USER00259,2024-10-22 12:00:00,view_page,6.6,14,mobile,Safari,BR
USER00260,2024-10-22 14:00:00,view_page,64.59,30,desktop,Chrome,UK
USER00261,2024-10-22 16:00:00,view_page,13.96,4,mobile,Edge,CA
USER00262,2024-10-22 18:00:00,purchase,4.06,18,desktop,Chrome,US
USER00263,2024-10-22 20:00:00,add_to_cart,1.61,37,desktop,Safari,BR
USER00264,2024-10-22 22:00:00,login,2.49,25,desktop,Firefox,DE
USER00265,2024-10-23 00:00:00,logout,4.23,48,mobile,Chrome,UK
USER00266,2024-10-23 02:00:00,login,2.63,1,desktop,Chrome,BR
USER00267,2024-10-23 04:00:00,logout,3.1,46,desktop,Firefox,DE
USER00268,2024-10-23 06:00:00,login,5.03,15,desktop,Chrome,DE
USER00269,2024-10-23 08:00:00,add_to_cart,2.86,9,mobile,Firefox,CA
USER00270,2024-10-23 10:00:00,logout,34.06,15,mobile,Edge,CA
USER00271,2024-10-23 12:00:00,purchase,1.25,49,desktop,Firefox,CA
USER00272,2024-10-23 14:00:00,login,11.15,24,mobile,Edge,BR
USER00273,2024-10-23 16:00:00,login,7.92,4,desktop,Firefox,BR
USER00274,2024-10-23 18:00:00,logout,60.58,12,desktop,Safari,UK
USER00275,2024-10-23 20:00:00,purchase,1.78,37,desktop,Safari,CA
USER00276,2024-10-23 22:00:00,purchase,7.61,37,desktop,Edge,DE
USER00277,2024-10-24 00:00:00,add_to_cart,52.34,43,tablet,Edge,US
USER00278,2024-10-24 02:00:00,purchase,30.09,6,desktop,Safari,UK
USER00279,2024-10-24 04:00:00,purchase,25.48,39,tablet,Edge,BR
USER00280,2024-10-24 06:00:00,purchase,4.47,46,desktop,Firefox,UK
USER00281,2024-10-24 08:00:00,view_page,2.81,24,mobile,Firefox,UK
USER00282,2024-10-24 10:00:00,add_to_cart,16.57,11,mobile,Safari,UK
USER00283,2024-10-24 12:00:00,login,39.76,13,desktop,Chrome,UK
USER00284,2024-10-24 14:00:00,logout,12.2,34,mobile,Firefox,US
USER00285,2024-10-24 16:00:00,login,12.72,25,mobile,Edge,CA
USER00286,2024-10-24 18:00:00,add_to_cart,4.93,7,mobile,Chrome,DE
USER00287,2024-10-24 20:00:00,logout,22.01,4,desktop,Chrome,UK
USER00288,2024-10-24 22:00:00,add_to_cart,3.11,8,desktop,Firefox,UK
USER00289,2024-10-25 00:00:00,purchase,5.87,20,desktop,Firefox,UK
USER00290,2024-10-25 02:00:00,logout,8.31,29,desktop,Chrome,CA
USER00291,2024-10-25 04:00:00,purchase,10.63,45,desktop,Chrome,BR
USER00292,2024-10-25 06:00:00,login,4.16,46,mobile,Safari,BR
USER00293,2024-10-25 08:00:00,login,1.83,10,desktop,Edge,US
USER00294,2024-10-25 10:00:00,logout,14.15,43,mobile,Safari,BR
USER00295,2024-10-25 12:00:00,logout,5.11,34,tablet,Firefox,UK
USER00296,2024-10-25 14:00:00,add_to_cart,13.06,26,desktop,Safari,UK
USER00297,2024-10-25 16:00:00,add_to_cart,2.51,41,mobile,Safari,UK
USER00298,2024-10-25 18:00:00,purchase,9.84,49,mobile,Safari,US
USER00299,2024-10-25 20:00:00,logout,11.41,3,mobile,Safari,UK
USER00300,2024-10-25 22:00:00,login,0.8,6,mobile,Edge,BR
USER00301,2024-10-26 00:00:00,add_to_cart,6.16,5,mobile,Edge,CA
USER00302,2024-10-26 02:00:00,add_to_cart,2.17,5,desktop,Chrome,CA
USER00303,2024-10-26 04:00:00,login,0.98,47,desktop,Firefox,DE
USER00304,2024-10-26 06:00:00,add_to_cart,69.02,23,desktop,Safari,BR
USER00305,2024-10-26 08:00:00,purchase,5.84,49,tablet,Chrome,UK
USER00306,2024-10-26 10:00:00,logout,24.9,9,desktop,Chrome,CA
USER00307,2024-10-26 12:00:00,login,4.41,35,desktop,Chrome,BR
USER00308,2024-10-26 14:00:00,logout,17.16,20,mobile,Edge,CA
USER00309,2024-10-26 16:00:00,add_to_cart,21.42,49,desktop,Safari,UK
USER00310,2024-10-26 18:00:00,add_to_cart,13.58,42,mobile,Safari,CA
USER00311,2024-10-26 20:00:00,login,9.57,35,tablet,Firefox,DE
USER00312,2024-10-26 22:00:00,purchase,7.96,18,desktop,Safari,DE
USER00313,2024-10-27 00:00:00,view_page,6.44,17,desktop,Safari,CA
USER00314,2024-10-27 02:00:00,login,39.79,24,mobile,Chrome,BR
USER00315,2024-10-27 04:00:00,view_page,26.63,3,desktop,Firefox,BR
USER00316,2024-10-27 06:00:00,view_page,50.3,32,desktop,Safari,BR
USER00317,2024-10-27 08:00:00,purchase,1.99,35,mobile,Edge,CA
USER00318,2024-10-27 10:00:00,view_page,19.69,38,mobile,Safari,BR
USER00319,2024-10-27 12:00:00,view_page,41.79,13,desktop,Chrome,UK
USER00320,2024-10-27 14:00:00,purchase,492.2583331449071,47,mobile,Edge,DE
USER00321,2024-10-27 16:00:00,view_page,1.03,25,tablet,Chrome,UK
USER00322,2024-10-27 18:00:00,view_page,20.27,9,mobile,Safari,BR
USER00323,2024-10-27 20:00:00,view_page,12.82,4,mobile,Edge,UK
USER00324,2024-10-27 22:00:00,login,27.66,14,desktop,Firefox,BR
USER00325,2024-10-28 00:00:00,login,2.26,37,mobile,Firefox,CA
USER00326,2024-10-28 02:00:00,login,23.79,34,desktop,Edge,UK
USER00327,2024-10-28 04:00:00,purchase,3.38,11,mobile,Edge,CA
USER00328,2024-10-28 06:00:00,add_to_cart,2.68,41,mobile,Chrome,CA
USER00329,2024-10-28 08:00:00,view_page,2.69,3,desktop,Edge,US
USER00330,2024-10-28 10:00:00,view_page,25.28,28,desktop,Chrome,BR
USER00331,2024-10-28 12:00:00,purchase,16.41,29,desktop,Safari,DE
USER00332,2024-10-28 14:00:00,view_page,11.11,9,desktop,Chrome,BR
USER00333,2024-10-28 16:00:00,login,6.67,3,desktop,Edge,DE
USER00334,2024-10-28 18:00:00,add_to_cart,31.46,25,mobile,Edge,BR
USER00335,2024-10-28 20:00:00,logout,7.47,34,mobile,Safari,CA
USER00336,2024-10-28 22:00:00,view_page,25.44,12,tablet,Edge,UK
USER00337,2024-10-29 00:00:00,login,8.67,42,desktop,Edge,UK
USER00338,2024-10-29 02:00:00,logout,7.1,9,desktop,Firefox,US
USER00339,2024-10-29 04:00:00,add_to_cart,9.32,15,mobile,Firefox,DE
USER00340,2024-10-29 06:00:00,logout,5.38,40,mobile,Safari,DE
USER00341,2024-10-29 08:00:00,login,20.65,25,desktop,Chrome,DE
USER00342,2024-10-29 10:00:00,logout,10.48,5,desktop,Firefox,CA
USER00343,2024-10-29 12:00:00,purchase,3.96,11,desktop,Chrome,DE
USER00344,2024-10-29 14:00:00,logout,34.48,34,desktop,Edge,UK
USER00345,2024-10-29 16:00:00,view_page,7.26,24,desktop,Firefox,CA
USER00346,2024-10-29 18:00:00,view_page,11.76,15,mobile,Safari,BR
USER00347,2024-10-29 20:00:00,purchase,35.54,38,mobile,Safari,DE
USER00348,2024-10-29 22:00:00,login,14.68,8,mobile,Safari,DE
USER00349,2024-10-30 00:00:00,view_page,1.86,5,mobile,Firefox,BR
USER00350,2024-10-30 02:00:00,add_to_cart,42.16,48,desktop,Chrome,DE
USER00351,2024-10-30 04:00:00,view_page,14.82,26,mobile,Edge,BR
USER00352,2024-10-30 06:00:00,view_page,6.12,18,desktop,Chrome,CA
USER00353,2024-10-30 08:00:00,login,2.25,6,mobile,Chrome,UK
USER00354,2024-10-30 10:00:00,logout,23.7,37,mobile,Edge,BR
USER00355,2024-10-30 12:00:00,view_page,14.52,48,mobile,Edge,US
